timestamp	utc_time	latitude	longitude	ns_indicator	ew_indicator
11000000	121311.00	46.43393533333333	11.313227666666668	N	E
11000000	121312.00	46.43393633333333	11.313240166666665	N	E
11000000	121313.00	46.43393583333334	11.313251666666666	N	E
11000000	121314.00	46.43393700000001	11.3132535	N	E
11000000	121315.00	46.433938000000005	11.313257333333334	N	E
11000000	121316.00	46.43393966666665	11.3132585	N	E
11000000	121317.00	46.43394166666667	11.3132585	N	E
11000000	121318.00	46.433943000000006	11.313257666666669	N	E
11000000	121319.00	46.43394450000001	11.313256666666666	N	E
11000000	121320.00	46.43394466666667	11.313258	N	E
11000000	121321.00	46.433944999999994	11.3132595	N	E
11000000	121322.00	46.43394533333333	11.313260333333334	N	E
11000000	121323.00	46.433945166666675	11.313261666666666	N	E
11000000	121324.00	46.433944833333335	11.313263	N	E
11000000	121325.00	46.433944000000004	11.313265333333334	N	E
11000000	121326.00	46.43394333333334	11.313267499999998	N	E
11000000	121327.00	46.4339425	11.313270166666667	N	E
11000000	121328.00	46.433941833333336	11.313271333333335	N	E
11000000	121329.00	46.43394133333333	11.3132725	N	E
11000000	121330.00	46.43394133333333	11.313273833333335	N	E
11000000	121331.00	46.433940666666665	11.313274666666667	N	E
11000000	121332.00	46.433938000000005	11.3132745	N	E
11000000	121333.00	46.43393316666668	11.313274833333331	N	E
11000000	121334.00	46.43392533333334	11.313274166666666	N	E
11000000	121335.00	46.43390666666666	11.313267833333336	N	E
11000000	121336.00	46.43386999999999	11.313253000000001	N	E
11000000	121337.00	46.433823	11.313233833333335	N	E
11000000	121338.00	46.43378299999999	11.313217333333334	N	E
11000000	121339.00	46.43373833333334	11.313193666666667	N	E
11000000	121340.00	46.43367866666667	11.313158333333336	N	E
11000000	121341.00	46.433600833333344	11.313115000000002	N	E
11000000	121342.00	46.43350850000001	11.31307233333333	N	E
11000000	121343.00	46.43342216666667	11.313037499999998	N	E
11000000	121344.00	46.433348499999994	11.3130105	N	E
11000000	121345.00	46.43328816666667	11.313033166666665	N	E
11000000	121346.00	46.43325450000001	11.3131075	N	E
11000000	121347.00	46.43324533333333	11.313189333333334	N	E
11000000	121348.00	46.43324266666667	11.313278833333333	N	E
11000000	121349.00	46.43327583333333	11.313373333333335	N	E
11000000	121350.00	46.43335433333334	11.313451833333334	N	E
11000000	121351.00	46.43346683333333	11.313521333333332	N	E
11000000	121352.00	46.43360183333333	11.313573833333333	N	E
11000000	121353.00	46.433755500000004	11.313626	N	E
11000000	121354.00	46.4339055	11.313681999999998	N	E
11000000	121355.00	46.434046	11.313731	N	E
11000000	121356.00	46.43417433333334	11.313777333333332	N	E
11000000	121357.00	46.43429066666666	11.313819	N	E
11000000	121358.00	46.43439766666667	11.313856500000002	N	E
11000000	121359.00	46.434499499999994	11.313866833333334	N	E
11000000	121400.00	46.434572333333335	11.313801333333332	N	E
11000000	121401.00	46.43459733333334	11.313695666666668	N	E
11000000	121402.00	46.434588500000004	11.313593500000001	N	E
11000000	121403.00	46.43455116666667	11.313507166666666	N	E
11000000	121404.00	46.434479833333334	11.3134455	N	E
11000000	121405.00	46.434394833333336	11.313401500000001	N	E
11000000	121406.00	46.434308333333334	11.313367333333336	N	E
11000000	121407.00	46.434213500000006	11.313335	N	E
11000000	121408.00	46.43412516666667	11.313307000000002	N	E
11000000	121409.00	46.43405216666667	11.313279166666666	N	E
11000000	121410.00	46.433997	11.313256333333335	N	E
11000000	121411.00	46.43396316666667	11.3132415	N	E
11000000	121412.00	46.43395533333334	11.313237499999998	N	E
11000000	121413.00	46.43395566666666	11.313237333333332	N	E
11000000	121414.00	46.43395583333332	11.313237166666665	N	E
11000000	121415.00	46.43395583333332	11.313236666666667	N	E
11000000	121416.00	46.433956	11.313235833333332	N	E
11000000	121417.00	46.43395650000001	11.313235	N	E
11000000	121418.00	46.43395683333333	11.313235	N	E
11000000	121419.00	46.43395683333333	11.313234333333332	N	E
11000000	121420.00	46.43395733333334	11.313234000000001	N	E
11000000	121421.00	46.433957666666664	11.313232333333332	N	E